date,ward,chlorine_mgL,turbidity_NTU
2021-03-17,Peelamedu,0.44,13.0
2021-03-17,Singanallur,0.09,17.8
2021-03-17,Saravanampatti,0.05,21.2
2021-03-17,Race Course,0.05,24.1
2021-03-17,Ukkadam,0.26,14.1
2021-03-17,Town Hall,0.34,13.6
2021-03-17,Kuniyamuthur,0.05,21.9
2021-03-17,Sundarapuram,0.13,11.7
2021-03-17,Podanur,0.3,23.7
2021-03-17,Thudiyalur,0.05,26.5
2021-03-17,Vadakovai,0.05,15.9
2021-03-17,Ganapathy,0.05,14.7
2021-03-17,Kalapatti,0.05,15.9
2021-03-17,Kovaipudur,0.27,12.0
2021-03-17,Selvapuram,0.05,21.2
2021-03-17,Kurichi,0.26,11.1
2021-03-17,Vadavalli,0.05,34.7
2021-03-24,Gandhipuram,0.22,27.1
2021-03-24,RS Puram,0.13,16.7
2021-03-24,Saibaba Colony,0.05,25.5
2021-03-24,Peelamedu,0.05,34.0
2021-03-24,Singanallur,0.09,9.4
2021-03-24,Saravanampatti,0.05,12.0
2021-03-24,Race Course,0.05,18.1
2021-03-24,Ukkadam,0.61,16.1
2021-03-24,Town Hall,0.18,19.1
2021-03-24,Kuniyamuthur,0.05,26.4
2021-03-24,Sundarapuram,0.05,17.5
2021-03-24,Podanur,0.48,14.5
2021-03-24,Thudiyalur,0.53,14.4
2021-03-24,Vadakovai,0.05,19.0
2021-03-24,Ganapathy,0.05,20.6
2021-03-24,Kalapatti,0.16,16.0
2021-03-24,Kovaipudur,0.05,20.7
2021-03-24,Selvapuram,0.13,19.7
2021-03-24,Kurichi,0.26,17.6
2021-03-24,Vadavalli,0.12,14.9
2021-03-31,Gandhipuram,0.05,32.4
2021-03-31,RS Puram,0.48,18.6
2021-03-31,Saibaba Colony,0.18,20.5
2021-03-31,Peelamedu,0.3,12.7
2021-03-31,Singanallur,0.12,9.6
2021-03-31,Saravanampatti,0.05,9.3
2021-03-31,Race Course,0.05,25.3
2021-03-31,Ukkadam,0.26,21.1
2021-03-31,Town Hall,0.14,17.7
2021-03-31,Kuniyamuthur,0.05,19.6
2021-03-31,Sundarapuram,0.05,26.0
2021-03-31,Podanur,0.33,24.9
2021-03-31,Thudiyalur,0.14,18.2
2021-03-31,Vadakovai,0.05,20.0
2021-03-31,Ganapathy,0.05,18.9
2021-03-31,Kalapatti,0.05,9.3
2021-03-31,Kovaipudur,0.05,19.7
2021-03-31,Selvapuram,0.14,22.6
2021-03-31,Kurichi,0.17,19.9
2021-03-31,Vadavalli,0.05,12.2
2021-04-07,Gandhipuram,0.09,24.0
2021-04-07,RS Puram,0.34,12.4
2021-04-07,Saibaba Colony,0.16,18.4
2021-04-07,Peelamedu,0.22,13.8
2021-04-07,Singanallur,0.05,23.8
2021-04-07,Saravanampatti,0.05,19.9
2021-04-07,Race Course,0.05,26.4
2021-04-07,Ukkadam,0.05,32.3
2021-04-07,Town Hall,0.05,22.0
2021-04-07,Kuniyamuthur,0.11,19.1
2021-04-07,Sundarapuram,0.05,15.5
2021-04-07,Podanur,0.29,14.2
2021-04-07,Thudiyalur,0.26,19.0
2021-04-07,Vadakovai,0.05,20.8
2021-04-07,Ganapathy,0.13,6.8
2021-04-07,Kalapatti,0.05,12.7
2021-04-07,Kovaipudur,0.05,15.3
2021-04-07,Selvapuram,0.25,14.0
2021-04-07,Kurichi,0.22,18.8
2021-04-07,Vadavalli,0.05,25.4
2021-04-14,Gandhipuram,0.05,24.3
2021-04-14,RS Puram,0.52,8.5
2021-04-14,Saibaba Colony,0.05,20.4
2021-04-14,Peelamedu,0.37,12.6
2021-04-14,Singanallur,0.05,20.9
2021-04-14,Saravanampatti,0.05,18.8
2021-04-14,Race Course,0.05,12.9
2021-04-14,Ukkadam,0.1,22.0
2021-04-14,Town Hall,0.06,13.9
2021-04-14,Kuniyamuthur,0.23,15.0
2021-04-14,Sundarapuram,0.05,19.7
2021-04-14,Podanur,0.45,17.7
2021-04-14,Thudiyalur,0.14,26.5
2021-04-14,Vadakovai,0.05,21.9
2021-04-14,Ganapathy,0.05,15.0
2021-04-14,Kalapatti,0.17,18.8
2021-04-14,Kovaipudur,0.05,20.3
2021-04-14,Selvapuram,0.31,11.2
2021-04-14,Kurichi,0.05,16.2
2021-04-14,Vadavalli,0.05,21.3
2021-04-21,Gandhipuram,0.31,18.1
2021-04-21,RS Puram,0.27,21.5
2021-04-21,Saibaba Colony,0.17,16.5
2021-04-21,Peelamedu,0.05,18.7
2021-04-21,Singanallur,0.25,12.6
2021-04-21,Saravanampatti,0.05,21.4
2021-04-21,Race Course,0.05,14.2
2021-04-21,Ukkadam,0.26,22.5
2021-04-21,Town Hall,0.05,20.7
2021-04-21,Kuniyamuthur,0.05,29.5
2021-04-21,Sundarapuram,0.05,15.0
2021-04-21,Podanur,0.44,16.0
2021-04-21,Thudiyalur,0.26,14.9
2021-04-21,Vadakovai,0.05,12.4
2021-04-21,Ganapathy,0.06,16.0
2021-04-21,Kalapatti,0.05,25.9
2021-04-21,Kovaipudur,0.05,23.0
2021-04-21,Selvapuram,0.18,14.4
2021-04-21,Kurichi,0.21,16.0
2021-04-21,Vadavalli,0.05,20.9
2021-04-28,Gandhipuram,0.05,24.6
2021-04-28,RS Puram,0.17,16.6
2021-04-28,Saibaba Colony,0.05,21.8
2021-04-28,Peelamedu,0.26,10.6
2021-04-28,Singanallur,0.19,14.2
2021-04-28,Saravanampatti,0.05,16.9
2021-04-28,Race Course,0.23,14.4
2021-04-28,Ukkadam,0.58,10.2
2021-04-28,Town Hall,0.23,17.0
2021-04-28,Kuniyamuthur,0.05,25.9
2021-04-28,Sundarapuram,0.05,24.5
2021-04-28,Podanur,0.41,15.6
2021-04-28,Thudiyalur,0.26,26.9
2021-04-28,Vadakovai,0.05,15.7
2021-04-28,Ganapathy,0.05,27.3
2021-04-28,Kalapatti,0.05,13.0
2021-04-28,Kovaipudur,0.05,10.8
2021-04-28,Selvapuram,0.14,22.5
2021-04-28,Kurichi,0.05,26.7
2021-04-28,Vadavalli,0.05,17.7
2021-05-05,Gandhipuram,0.35,21.8
2021-05-05,RS Puram,0.57,16.3
2021-05-05,Saibaba Colony,0.05,21.5
2021-05-05,Peelamedu,0.08,20.3
2021-05-05,Singanallur,0.05,37.1
2021-05-05,Saravanampatti,0.05,31.2
2021-05-05,Race Course,0.16,14.0
2021-05-05,Ukkadam,0.05,21.9
2021-05-05,Town Hall,0.23,16.3
2021-05-05,Kuniyamuthur,0.35,14.2
2021-05-05,Sundarapuram,0.05,23.4
2021-05-05,Podanur,0.62,18.3
2021-05-05,Thudiyalur,0.24,25.0
2021-05-05,Vadakovai,0.05,14.1
2021-05-05,Ganapathy,0.05,24.1
2021-05-05,Kalapatti,0.05,24.5
2021-05-05,Kovaipudur,0.38,9.9
2021-05-05,Selvapuram,0.4,15.1
2021-05-05,Kurichi,0.06,15.7
2021-05-05,Vadavalli,0.07,12.7
2021-05-12,Gandhipuram,0.05,31.3
2021-05-12,RS Puram,0.33,17.7
2021-05-12,Saibaba Colony,0.36,21.9
2021-05-12,Peelamedu,0.42,12.1
2021-05-12,Singanallur,0.05,18.5
2021-05-12,Saravanampatti,0.05,30.2
2021-05-12,Race Course,0.05,19.8
2021-05-12,Ukkadam,0.16,25.6
2021-05-12,Town Hall,0.19,10.5
2021-05-12,Kuniyamuthur,0.41,16.9
2021-05-12,Sundarapuram,0.05,20.8
2021-05-12,Podanur,0.05,22.8
2021-05-12,Thudiyalur,0.19,13.1
2021-05-12,Vadakovai,0.05,26.5
2021-05-12,Ganapathy,0.05,26.4
2021-05-12,Kalapatti,0.05,9.7
2021-05-12,Kovaipudur,0.19,15.0
2021-05-12,Selvapuram,0.09,18.0
2021-05-12,Kurichi,0.19,20.0
2021-05-12,Vadavalli,0.25,11.4
2021-05-19,Gandhipuram,0.3,12.1
2021-05-19,RS Puram,0.05,21.9
2021-05-19,Saibaba Colony,0.28,18.4
2021-05-19,Peelamedu,0.05,31.6
2021-05-19,Singanallur,0.05,22.4
2021-05-19,Saravanampatti,0.19,11.1
2021-05-19,Race Course,0.05,16.5
2021-05-19,Ukkadam,0.26,16.7
2021-05-19,Town Hall,0.24,15.8
2021-05-19,Kuniyamuthur,0.14,12.9
2021-05-19,Sundarapuram,0.05,13.7
2021-05-19,Podanur,0.34,19.1
2021-05-19,Thudiyalur,0.58,12.2
2021-05-19,Vadakovai,0.21,13.9
2021-05-19,Ganapathy,0.05,33.8
2021-05-19,Kalapatti,0.05,18.5
2021-05-19,Kovaipudur,0.05,17.8
2021-05-19,Selvapuram,0.17,12.4
2021-05-19,Kurichi,0.05,23.5
2021-05-19,Vadavalli,0.05,17.3
2021-05-26,Gandhipuram,0.14,21.9
2021-05-26,RS Puram,0.18,18.4
2021-05-26,Saibaba Colony,0.13,14.0
2021-05-26,Peelamedu,0.12,17.4
2021-05-26,Singanallur,0.05,28.2
2021-05-26,Saravanampatti,0.09,12.8
2021-05-26,Race Course,0.05,19.2
2021-05-26,Ukkadam,0.59,13.6
2021-05-26,Town Hall,0.19,12.5
2021-05-26,Kuniyamuthur,0.05,20.1
2021-05-26,Sundarapuram,0.05,18.4
2021-05-26,Podanur,0.18,23.8
2021-05-26,Thudiyalur,0.31,18.7
2021-05-26,Vadakovai,0.05,14.4
2021-05-26,Ganapathy,0.05,17.6
2021-05-26,Kalapatti,0.05,14.8
2021-05-26,Kovaipudur,0.05,24.8
2021-05-26,Selvapuram,0.21,9.5
2021-05-26,Kurichi,0.13,15.9
2021-05-26,Vadavalli,0.05,29.1
2021-06-02,Gandhipuram,0.05,41.8
2021-06-02,RS Puram,0.05,56.7
2021-06-02,Saibaba Colony,0.05,68.0
2021-06-02,Peelamedu,0.05,37.7
2021-06-02,Singanallur,0.05,64.3
2021-06-02,Saravanampatti,0.05,121.3
2021-06-02,Race Course,0.05,56.3
2021-06-02,Ukkadam,0.05,63.9
2021-06-02,Town Hall,0.05,61.5
2021-06-02,Kuniyamuthur,0.05,81.3
2021-06-02,Sundarapuram,0.05,61.0
2021-06-02,Podanur,0.05,51.0
2021-06-02,Thudiyalur,0.05,48.0
2021-06-02,Vadakovai,0.05,38.6
2021-06-02,Ganapathy,0.05,30.3
2021-06-02,Kalapatti,0.05,66.6
2021-06-02,Kovaipudur,0.05,103.1
2021-06-02,Selvapuram,0.05,45.8
2021-06-02,Kurichi,0.05,56.8
2021-06-02,Vadavalli,0.05,82.2
2021-06-09,Gandhipuram,0.05,137.7
2021-06-09,RS Puram,0.05,248.0
2021-06-09,Saibaba Colony,0.05,167.9
2021-06-09,Peelamedu,0.05,150.0
2021-06-09,Singanallur,0.05,129.8
2021-06-09,Saravanampatti,0.05,169.8
2021-06-09,Race Course,0.05,193.6
2021-06-09,Ukkadam,0.05,216.4
2021-06-09,Town Hall,0.05,164.8
2021-06-09,Kuniyamuthur,0.05,223.0
2021-06-09,Sundarapuram,0.05,195.7
2021-06-09,Podanur,0.05,188.1
2021-06-09,Thudiyalur,0.05,178.4
2021-06-09,Vadakovai,0.05,178.6
2021-06-09,Ganapathy,0.05,150.7
2021-06-09,Kalapatti,0.05,215.2
2021-06-09,Kovaipudur,0.05,193.3
2021-06-09,Selvapuram,0.05,148.0
2021-06-09,Kurichi,0.05,193.8
2021-06-09,Vadavalli,0.05,151.8
2021-06-16,Gandhipuram,0.05,204.7
2021-06-16,RS Puram,0.05,205.7
2021-06-16,Saibaba Colony,0.05,166.0
2021-06-16,Peelamedu,0.05,160.9
2021-06-16,Singanallur,0.05,138.9
2021-06-16,Saravanampatti,0.05,167.5
2021-06-16,Race Course,0.05,199.8
2021-06-16,Ukkadam,0.05,178.9
2021-06-16,Town Hall,0.05,157.2
2021-06-16,Kuniyamuthur,0.05,233.2
2021-06-16,Sundarapuram,0.05,173.8
2021-06-16,Podanur,0.05,149.5
2021-06-16,Thudiyalur,0.05,170.9
2021-06-16,Vadakovai,0.05,158.0
2021-06-16,Ganapathy,0.05,257.9
2021-06-16,Kalapatti,0.05,148.4
2021-06-16,Kovaipudur,0.05,109.6
2021-06-16,Selvapuram,0.05,189.0
2021-06-16,Kurichi,0.05,200.4
2021-06-16,Vadavalli,0.05,177.6
2021-06-23,Gandhipuram,0.05,170.7
2021-06-23,RS Puram,0.05,136.7
2021-06-23,Saibaba Colony,0.05,195.5
2021-06-23,Peelamedu,0.05,178.4
2021-06-23,Singanallur,0.05,212.7
2021-06-23,Saravanampatti,0.05,192.9
2021-06-23,Race Course,0.05,217.8
2021-06-23,Ukkadam,0.05,145.9
2021-06-23,Town Hall,0.05,160.5
2021-06-23,Kuniyamuthur,0.05,196.4
2021-06-23,Sundarapuram,0.05,160.7
2021-06-23,Podanur,0.05,167.9
2021-06-23,Thudiyalur,0.05,198.9
2021-06-23,Vadakovai,0.05,157.7
2021-06-23,Ganapathy,0.05,170.3
2021-06-23,Kalapatti,0.05,210.0
2021-06-23,Kovaipudur,0.05,155.9
2021-06-23,Selvapuram,0.05,128.5
2021-06-23,Kurichi,0.05,167.9
2021-06-23,Vadavalli,0.05,235.4
2021-06-30,Gandhipuram,0.05,137.5
2021-06-30,RS Puram,0.05,161.9
2021-06-30,Saibaba Colony,0.05,109.5
2021-06-30,Peelamedu,0.05,206.6
2021-06-30,Singanallur,0.05,108.3
2021-06-30,Saravanampatti,0.05,147.9
2021-06-30,Race Course,0.05,106.6
2021-06-30,Ukkadam,0.05,194.6
2021-06-30,Town Hall,0.05,197.0
2021-06-30,Kuniyamuthur,0.05,166.9
2021-06-30,Sundarapuram,0.05,145.8
2021-06-30,Podanur,0.05,186.9
2021-06-30,Thudiyalur,0.05,152.6
2021-06-30,Vadakovai,0.05,191.8
2021-06-30,Ganapathy,0.05,192.1
2021-06-30,Kalapatti,0.05,203.0
2021-06-30,Kovaipudur,0.05,218.8
2021-06-30,Selvapuram,0.05,134.7
2021-06-30,Kurichi,0.05,218.7
2021-06-30,Vadavalli,0.05,201.2
2021-07-07,Gandhipuram,0.05,199.4
2021-07-07,RS Puram,0.05,181.9
2021-07-07,Saibaba Colony,0.05,225.6
2021-07-07,Peelamedu,0.05,170.1
2021-07-07,Singanallur,0.05,150.7
2021-07-07,Saravanampatti,0.05,186.9
2021-07-07,Race Course,0.05,173.9
2021-07-07,Ukkadam,0.05,193.4
2021-07-07,Town Hall,0.05,207.9
2021-07-07,Kuniyamuthur,0.05,212.8
2021-07-07,Sundarapuram,0.05,190.1
2021-07-07,Podanur,0.05,160.5
2021-07-07,Thudiyalur,0.05,168.0
2021-07-07,Vadakovai,0.05,161.4
2021-07-07,Ganapathy,0.05,185.5
2021-07-07,Kalapatti,0.05,213.8
2021-07-07,Kovaipudur,0.05,196.0
2021-07-07,Selvapuram,0.05,188.3
2021-07-07,Kurichi,0.05,204.2
2021-07-07,Vadavalli,0.05,107.8
2021-07-14,Gandhipuram,0.05,219.6
2021-07-14,RS Puram,0.05,162.0
2021-07-14,Saibaba Colony,0.05,144.4
2021-07-14,Peelamedu,0.05,186.4
2021-07-14,Singanallur,0.05,162.9
2021-07-14,Saravanampatti,0.05,163.1
2021-07-14,Race Course,0.05,216.5
2021-07-14,Ukkadam,0.05,219.2
2021-07-14,Town Hall,0.05,212.1
2021-07-14,Kuniyamuthur,0.05,157.3
2021-07-14,Sundarapuram,0.05,143.6
2021-07-14,Podanur,0.05,190.4
2021-07-14,Thudiyalur,0.05,118.1
2021-07-14,Vadakovai,0.05,164.8
2021-07-14,Ganapathy,0.05,176.9
2021-07-14,Kalapatti,0.05,207.1
2021-07-14,Kovaipudur,0.05,192.0
2021-07-14,Selvapuram,0.05,159.9
2021-07-14,Kurichi,0.05,184.3
2021-07-14,Vadavalli,0.05,153.7
2021-07-21,Gandhipuram,0.05,165.8
2021-07-21,RS Puram,0.05,168.2
2021-07-21,Saibaba Colony,0.05,225.2
2021-07-21,Peelamedu,0.05,179.0
2021-07-21,Singanallur,0.05,219.3
2021-07-21,Saravanampatti,0.05,199.6
2021-07-21,Race Course,0.05,263.4
2021-07-21,Ukkadam,0.05,176.8
2021-07-21,Town Hall,0.05,203.9
2021-07-21,Kuniyamuthur,0.05,186.8
2021-07-21,Sundarapuram,0.05,135.2
2021-07-21,Podanur,0.05,284.5
2021-07-21,Thudiyalur,0.05,178.7
2021-07-21,Vadakovai,0.05,233.4
2021-07-21,Ganapathy,0.05,211.6
2021-07-21,Kalapatti,0.05,164.2
2021-07-21,Kovaipudur,0.05,192.0
2021-07-21,Selvapuram,0.05,184.5
2021-07-21,Kurichi,0.05,181.9
2021-07-21,Vadavalli,0.05,191.8
2021-07-28,Gandhipuram,0.05,182.7
2021-07-28,RS Puram,0.05,201.9
2021-07-28,Saibaba Colony,0.05,181.1
2021-07-28,Peelamedu,0.05,133.4
2021-07-28,Singanallur,0.05,168.6
2021-07-28,Saravanampatti,0.05,198.6
2021-07-28,Race Course,0.05,260.3
2021-07-28,Ukkadam,0.05,170.2
2021-07-28,Town Hall,0.05,153.4
2021-07-28,Kuniyamuthur,0.05,137.1
2021-07-28,Sundarapuram,0.05,191.8
2021-07-28,Podanur,0.05,215.3
2021-07-28,Thudiyalur,0.05,218.9
2021-07-28,Vadakovai,0.05,219.4
2021-07-28,Ganapathy,0.05,160.5
2021-07-28,Kalapatti,0.05,156.7
2021-07-28,Kovaipudur,0.05,213.5
2021-07-28,Selvapuram,0.05,154.3
2021-07-28,Kurichi,0.05,170.3
2021-07-28,Vadavalli,0.05,207.5
2021-08-04,Gandhipuram,0.05,189.7
2021-08-04,RS Puram,0.05,193.5
2021-08-04,Saibaba Colony,0.05,171.9
2021-08-04,Peelamedu,0.05,150.5
2021-08-04,Singanallur,0.05,148.6
2021-08-04,Saravanampatti,0.05,177.2
2021-08-04,Race Course,0.05,206.2
2021-08-04,Ukkadam,0.05,166.4
2021-08-04,Town Hall,0.05,161.1
2021-08-04,Kuniyamuthur,0.05,152.5
2021-08-04,Sundarapuram,0.05,189.6
2021-08-04,Podanur,0.05,172.5
2021-08-04,Thudiyalur,0.05,163.8
2021-08-04,Vadakovai,0.05,164.7
2021-08-04,Ganapathy,0.05,263.9
2021-08-04,Kalapatti,0.05,186.4
2021-08-04,Kovaipudur,0.05,192.1
2021-08-04,Selvapuram,0.05,199.3
2021-08-04,Kurichi,0.05,194.3
2021-08-04,Vadavalli,0.05,197.6
2021-08-11,Gandhipuram,0.05,131.8
2021-08-11,RS Puram,0.05,262.9
2021-08-11,Saibaba Colony,0.05,155.6
2021-08-11,Peelamedu,0.05,118.1
2021-08-11,Singanallur,0.05,183.0
2021-08-11,Saravanampatti,0.05,126.4
2021-08-11,Race Course,0.05,176.4
2021-08-11,Ukkadam,0.05,227.0
2021-08-11,Town Hall,0.05,168.1
2021-08-11,Kuniyamuthur,0.05,163.8
2021-08-11,Sundarapuram,0.05,261.6
2021-08-11,Podanur,0.05,153.8
2021-08-11,Thudiyalur,0.05,184.1
2021-08-11,Vadakovai,0.05,158.4
2021-08-11,Ganapathy,0.05,150.3
2021-08-11,Kalapatti,0.05,171.6
2021-08-11,Kovaipudur,0.05,168.5
2021-08-11,Selvapuram,0.05,205.2
2021-08-11,Kurichi,0.05,179.5
2021-08-11,Vadavalli,0.05,221.5
2021-08-18,Gandhipuram,0.05,158.0
2021-08-18,RS Puram,0.05,214.0
2021-08-18,Saibaba Colony,0.05,157.4
2021-08-18,Peelamedu,0.05,154.7
2021-08-18,Singanallur,0.05,142.1
2021-08-18,Saravanampatti,0.05,145.6
2021-08-18,Race Course,0.05,166.5
2021-08-18,Ukkadam,0.05,126.5
2021-08-18,Town Hall,0.05,267.8
2021-08-18,Kuniyamuthur,0.05,177.0
2021-08-18,Sundarapuram,0.05,132.5
2021-08-18,Podanur,0.05,185.9
2021-08-18,Thudiyalur,0.05,212.1
2021-08-18,Vadakovai,0.05,98.7
2021-08-18,Ganapathy,0.05,172.9
2021-08-18,Kalapatti,0.05,159.8
2021-08-18,Kovaipudur,0.05,198.5
2021-08-18,Selvapuram,0.05,212.5
2021-08-18,Kurichi,0.05,167.7
2021-08-18,Vadavalli,0.05,154.1
2021-08-25,Gandhipuram,0.05,115.3
2021-08-25,RS Puram,0.05,207.0
2021-08-25,Saibaba Colony,0.05,184.2
2021-08-25,Peelamedu,0.05,176.0
2021-08-25,Singanallur,0.05,210.9
2021-08-25,Saravanampatti,0.05,110.5
2021-08-25,Race Course,0.05,182.7
2021-08-25,Ukkadam,0.05,143.9
2021-08-25,Town Hall,0.05,163.5
2021-08-25,Kuniyamuthur,0.05,208.5
2021-08-25,Sundarapuram,0.05,280.7
2021-08-25,Podanur,0.05,161.4
2021-08-25,Thudiyalur,0.05,188.0
2021-08-25,Vadakovai,0.05,173.0
2021-08-25,Ganapathy,0.05,216.3
2021-08-25,Kalapatti,0.05,160.1
2021-08-25,Kovaipudur,0.05,161.0
2021-08-25,Selvapuram,0.05,145.3
2021-08-25,Kurichi,0.05,176.1
2021-08-25,Vadavalli,0.05,148.7
2021-09-01,Gandhipuram,0.05,217.7
2021-09-01,RS Puram,0.05,134.5
2021-09-01,Saibaba Colony,0.05,230.1
2021-09-01,Peelamedu,0.05,169.1
2021-09-01,Singanallur,0.05,167.3
2021-09-01,Saravanampatti,0.05,188.0
2021-09-01,Race Course,0.05,168.4
2021-09-01,Ukkadam,0.05,177.4
2021-09-01,Town Hall,0.05,177.9
2021-09-01,Kuniyamuthur,0.05,162.6
2021-09-01,Sundarapuram,0.05,237.2
2021-09-01,Podanur,0.05,111.5
2021-09-01,Thudiyalur,0.05,161.9
2021-09-01,Vadakovai,0.05,190.6
2021-09-01,Ganapathy,0.05,179.9
2021-09-01,Kalapatti,0.05,218.5
2021-09-01,Kovaipudur,0.05,180.8
2021-09-01,Selvapuram,0.05,176.1
2021-09-01,Kurichi,0.05,192.1
2021-09-01,Vadavalli,0.05,186.1
2021-09-08,Gandhipuram,0.05,201.8
2021-09-08,RS Puram,0.05,177.8
2021-09-08,Saibaba Colony,0.05,206.2
2021-09-08,Peelamedu,0.05,163.1
2021-09-08,Singanallur,0.05,162.0
2021-09-08,Saravanampatti,0.05,212.6
2021-09-08,Race Course,0.05,201.4
2021-09-08,Ukkadam,0.05,217.4
2021-09-08,Town Hall,0.05,133.0
2021-09-08,Kuniyamuthur,0.05,188.6
2021-09-08,Sundarapuram,0.05,169.3
2021-09-08,Podanur,0.05,147.3
2021-09-08,Thudiyalur,0.05,202.4
2021-09-08,Vadakovai,0.05,247.0
2021-09-08,Ganapathy,0.05,153.4
2021-09-08,Kalapatti,0.05,178.2
2021-09-08,Kovaipudur,0.05,177.9
2021-09-08,Selvapuram,0.05,150.9
2021-09-08,Kurichi,0.05,146.4
2021-09-08,Vadavalli,0.05,174.2
2021-09-15,Gandhipuram,0.05,151.4
2021-09-15,RS Puram,0.05,204.4
2021-09-15,Saibaba Colony,0.05,213.5
2021-09-15,Peelamedu,0.05,134.1
2021-09-15,Singanallur,0.05,196.7
2021-09-15,Saravanampatti,0.05,173.7
2021-09-15,Race Course,0.05,127.4
2021-09-15,Ukkadam,0.05,187.5
2021-09-15,Town Hall,0.05,211.4
2021-09-15,Kuniyamuthur,0.05,163.5
2021-09-15,Sundarapuram,0.05,193.6
2021-09-15,Podanur,0.05,266.6
2021-09-15,Thudiyalur,0.05,122.0
2021-09-15,Vadakovai,0.05,108.9
2021-09-15,Ganapathy,0.05,231.8
2021-09-15,Kalapatti,0.05,175.7
2021-09-15,Kovaipudur,0.05,138.4
2021-09-15,Selvapuram,0.05,169.7
2021-09-15,Kurichi,0.05,189.6
2021-09-15,Vadavalli,0.05,213.4
2021-09-22,Gandhipuram,0.05,164.8
2021-09-22,RS Puram,0.05,192.3
2021-09-22,Saibaba Colony,0.05,163.9
2021-09-22,Peelamedu,0.05,218.6
2021-09-22,Singanallur,0.05,141.2
2021-09-22,Saravanampatti,0.05,220.5
2021-09-22,Race Course,0.05,262.1
2021-09-22,Ukkadam,0.05,190.5
2021-09-22,Town Hall,0.05,134.4
2021-09-22,Kuniyamuthur,0.05,157.9
2021-09-22,Sundarapuram,0.05,151.7
2021-09-22,Podanur,0.05,227.9
2021-09-22,Thudiyalur,0.05,190.7
2021-09-22,Vadakovai,0.05,192.6
2021-09-22,Ganapathy,0.05,173.4
2021-09-22,Kalapatti,0.05,193.6
2021-09-22,Kovaipudur,0.05,189.5
2021-09-22,Selvapuram,0.05,204.7
2021-09-22,Kurichi,0.05,212.2
2021-09-22,Vadavalli,0.05,208.5
2021-09-29,Gandhipuram,0.05,200.6
2021-09-29,RS Puram,0.05,209.2
2021-09-29,Saibaba Colony,0.05,192.7
2021-09-29,Peelamedu,0.05,185.7
2021-09-29,Singanallur,0.05,159.8
2021-09-29,Saravanampatti,0.05,196.6
2021-09-29,Race Course,0.05,217.1
2021-09-29,Ukkadam,0.05,168.6
2021-09-29,Town Hall,0.05,179.1
2021-09-29,Kuniyamuthur,0.05,120.4
2021-09-29,Sundarapuram,0.05,152.7
2021-09-29,Podanur,0.05,184.1
2021-09-29,Thudiyalur,0.05,194.7
2021-09-29,Vadakovai,0.05,215.7
2021-09-29,Ganapathy,0.05,205.8
2021-09-29,Kalapatti,0.05,208.0
2021-09-29,Kovaipudur,0.05,261.6
2021-09-29,Selvapuram,0.05,228.9
2021-09-29,Kurichi,0.05,119.9
2021-09-29,Vadavalli,0.05,190.7
2021-10-06,Gandhipuram,0.05,115.5
2021-10-06,RS Puram,0.05,103.4
2021-10-06,Saibaba Colony,0.05,102.8
2021-10-06,Peelamedu,0.05,105.7
2021-10-06,Singanallur,0.05,119.2
2021-10-06,Saravanampatti,0.05,145.2
2021-10-06,Race Course,0.05,142.7
2021-10-06,Ukkadam,0.05,107.8
2021-10-06,Town Hall,0.05,69.2
2021-10-06,Kuniyamuthur,0.05,99.7
2021-10-06,Sundarapuram,0.05,118.3
2021-10-06,Podanur,0.05,75.9
2021-10-06,Thudiyalur,0.05,86.5
2021-10-06,Vadakovai,0.05,122.3
2021-10-06,Ganapathy,0.05,149.5
2021-10-06,Kalapatti,0.05,122.3
2021-10-06,Kovaipudur,0.05,74.9
2021-10-06,Selvapuram,0.05,115.8
2021-10-06,Kurichi,0.05,105.4
2021-10-06,Vadavalli,0.05,76.7
2021-10-13,Gandhipuram,0.05,65.6
2021-10-13,RS Puram,0.05,93.5
2021-10-13,Saibaba Colony,0.05,70.0
2021-10-13,Peelamedu,0.05,102.5
2021-10-13,Singanallur,0.05,72.5
2021-10-13,Saravanampatti,0.05,154.2
2021-10-13,Race Course,0.05,59.9
2021-10-13,Ukkadam,0.05,76.3
2021-10-13,Town Hall,0.05,112.8
2021-10-13,Kuniyamuthur,0.05,55.0
2021-10-13,Sundarapuram,0.05,45.6
2021-10-13,Podanur,0.05,83.8
2021-10-13,Thudiyalur,0.05,68.0
2021-10-13,Vadakovai,0.05,82.9
2021-10-13,Ganapathy,0.05,47.0
2021-10-13,Kalapatti,0.05,85.6
2021-10-13,Kovaipudur,0.05,58.1
2021-10-13,Selvapuram,0.05,92.3
2021-10-13,Kurichi,0.05,54.5
2021-10-13,Vadavalli,0.05,107.7
2021-10-20,Gandhipuram,0.05,89.4
2021-10-20,RS Puram,0.05,108.3
2021-10-20,Saibaba Colony,0.05,83.7
2021-10-20,Peelamedu,0.05,96.3
2021-10-20,Singanallur,0.05,93.0
2021-10-20,Saravanampatti,0.05,142.2
2021-10-20,Race Course,0.05,67.6
2021-10-20,Ukkadam,0.05,77.9
2021-10-20,Town Hall,0.05,47.7
2021-10-20,Kuniyamuthur,0.05,72.6
2021-10-20,Sundarapuram,0.05,54.1
2021-10-20,Podanur,0.05,69.6
2021-10-20,Thudiyalur,0.05,47.9
2021-10-20,Vadakovai,0.05,87.1
2021-10-20,Ganapathy,0.05,83.3
