date,ward,cholera_cases,typhoid_cases,dysentery_cases,hepatitis_cases
24-03-2021,RS Puram,10,10,7,5
24-03-2021,Saibaba Colony,12,14,9,6
24-03-2021,Peelamedu,7,12,9,3
24-03-2021,Singanallur,11,11,13,13
24-03-2021,Saravanampatti,22,27,11,12
24-03-2021,Race Course,14,14,13,6
24-03-2021,Ukkadam,11,7,8,5
24-03-2021,Town Hall,4,8,6,7
24-03-2021,Kuniyamuthur,10,16,11,4
24-03-2021,Sundarapuram,12,15,12,9
24-03-2021,Podanur,7,9,2,5
24-03-2021,Thudiyalur,10,17,7,9
24-03-2021,Vadakovai,9,15,8,10
24-03-2021,Ganapathy,20,27,19,10
24-03-2021,Kalapatti,14,28,18,16
24-03-2021,Kovaipudur,7,12,14,7
24-03-2021,Selvapuram,7,10,8,3
24-03-2021,Kurichi,10,6,10,6
24-03-2021,Vadavalli,18,23,13,9
31-03-2021,Gandhipuram,17,15,8,10
31-03-2021,RS Puram,8,6,4,3
31-03-2021,Saibaba Colony,11,12,9,11
31-03-2021,Peelamedu,9,8,7,5
31-03-2021,Singanallur,7,12,8,7
31-03-2021,Saravanampatti,12,20,13,9
31-03-2021,Race Course,9,17,11,11
31-03-2021,Ukkadam,7,12,10,10
31-03-2021,Town Hall,7,12,4,7
31-03-2021,Kuniyamuthur,17,17,11,5
31-03-2021,Sundarapuram,13,15,15,12
31-03-2021,Podanur,5,4,4,4
31-03-2021,Thudiyalur,7,12,8,7
31-03-2021,Vadakovai,8,18,9,6
31-03-2021,Ganapathy,15,16,16,12
31-03-2021,Kalapatti,13,15,15,9
31-03-2021,Kovaipudur,12,16,4,15
31-03-2021,Selvapuram,8,16,6,6
31-03-2021,Kurichi,8,11,10,9
31-03-2021,Vadavalli,6,18,11,3
07-04-2021,Gandhipuram,6,10,6,4
07-04-2021,RS Puram,4,7,7,4
07-04-2021,Saibaba Colony,16,17,10,9
07-04-2021,Peelamedu,8,10,11,5
07-04-2021,Singanallur,14,19,10,14
07-04-2021,Saravanampatti,25,31,15,12
07-04-2021,Race Course,13,18,16,10
07-04-2021,Ukkadam,11,11,10,5
07-04-2021,Town Hall,6,8,11,4
07-04-2021,Kuniyamuthur,9,6,6,3
07-04-2021,Sundarapuram,11,16,8,10
07-04-2021,Podanur,5,9,6,1
07-04-2021,Thudiyalur,10,13,5,5
07-04-2021,Vadakovai,17,13,18,6
07-04-2021,Ganapathy,24,17,14,9
07-04-2021,Kalapatti,24,25,11,14
07-04-2021,Kovaipudur,8,19,5,3
07-04-2021,Selvapuram,8,9,3,6
07-04-2021,Kurichi,10,11,4,5
07-04-2021,Vadavalli,11,15,24,9
14-04-2021,Gandhipuram,14,16,13,8
14-04-2021,RS Puram,5,10,6,3
14-04-2021,Saibaba Colony,13,15,11,8
14-04-2021,Peelamedu,2,8,4,3
14-04-2021,Singanallur,11,17,10,10
14-04-2021,Saravanampatti,23,18,15,15
14-04-2021,Race Course,6,10,10,8
14-04-2021,Ukkadam,10,8,4,6
14-04-2021,Town Hall,7,5,5,3
14-04-2021,Kuniyamuthur,8,8,1,5
14-04-2021,Sundarapuram,15,24,11,9
14-04-2021,Podanur,5,1,3,2
14-04-2021,Thudiyalur,8,16,8,5
14-04-2021,Vadakovai,13,21,16,6
14-04-2021,Ganapathy,15,10,17,17
14-04-2021,Kalapatti,24,27,19,9
14-04-2021,Kovaipudur,9,12,8,12
14-04-2021,Selvapuram,4,9,6,2
14-04-2021,Kurichi,8,7,7,4
14-04-2021,Vadavalli,17,19,12,12
21-04-2021,Gandhipuram,9,11,12,4
21-04-2021,RS Puram,11,7,9,4
21-04-2021,Saibaba Colony,16,20,10,10
21-04-2021,Peelamedu,6,12,7,4
21-04-2021,Singanallur,10,12,6,6
21-04-2021,Saravanampatti,23,23,24,11
21-04-2021,Race Course,4,12,6,2
21-04-2021,Ukkadam,10,9,10,7
21-04-2021,Town Hall,7,6,7,6
21-04-2021,Kuniyamuthur,12,12,11,6
21-04-2021,Sundarapuram,12,14,12,8
21-04-2021,Podanur,3,3,5,2
21-04-2021,Thudiyalur,8,9,8,2
21-04-2021,Vadakovai,12,7,8,10
21-04-2021,Ganapathy,15,15,12,6
21-04-2021,Kalapatti,22,30,19,24
21-04-2021,Kovaipudur,16,17,5,8
21-04-2021,Selvapuram,6,3,12,8
21-04-2021,Kurichi,9,11,5,6
21-04-2021,Vadavalli,16,17,15,9
28-04-2021,Gandhipuram,11,17,16,9
28-04-2021,RS Puram,6,5,4,3
28-04-2021,Saibaba Colony,6,22,12,7
28-04-2021,Peelamedu,3,13,1,2
28-04-2021,Singanallur,11,18,11,5
28-04-2021,Saravanampatti,17,15,25,16
28-04-2021,Race Course,9,16,9,7
28-04-2021,Ukkadam,7,9,5,8
28-04-2021,Town Hall,8,8,9,1
28-04-2021,Kuniyamuthur,11,16,8,4
28-04-2021,Sundarapuram,14,13,14,8
28-04-2021,Podanur,1,6,4,0
28-04-2021,Thudiyalur,8,11,11,10
28-04-2021,Vadakovai,3,11,10,10
28-04-2021,Ganapathy,16,21,15,13
28-04-2021,Kalapatti,18,27,21,11
28-04-2021,Kovaipudur,6,10,8,5
28-04-2021,Selvapuram,9,11,5,1
28-04-2021,Kurichi,9,10,4,5
28-04-2021,Vadavalli,22,14,13,7
05-05-2021,Gandhipuram,8,13,14,8
05-05-2021,RS Puram,6,6,4,5
05-05-2021,Saibaba Colony,12,14,13,6
05-05-2021,Peelamedu,8,14,11,4
05-05-2021,Singanallur,17,17,36,8
05-05-2021,Saravanampatti,31,31,26,17
05-05-2021,Race Course,3,10,16,7
05-05-2021,Ukkadam,10,14,14,4
05-05-2021,Town Hall,4,13,8,7
05-05-2021,Kuniyamuthur,6,13,7,4
05-05-2021,Sundarapuram,12,18,18,4
05-05-2021,Podanur,3,8,7,0
05-05-2021,Thudiyalur,10,9,15,6
05-05-2021,Vadakovai,12,9,14,4
05-05-2021,Ganapathy,12,21,20,14
05-05-2021,Kalapatti,30,29,33,12
05-05-2021,Kovaipudur,6,10,10,3
05-05-2021,Selvapuram,8,11,9,6
05-05-2021,Kurichi,8,11,11,7
05-05-2021,Vadavalli,11,19,18,13
12-05-2021,Gandhipuram,22,16,14,9
12-05-2021,RS Puram,4,6,7,6
12-05-2021,Saibaba Colony,10,12,18,7
12-05-2021,Peelamedu,6,4,8,3
12-05-2021,Singanallur,11,16,16,12
12-05-2021,Saravanampatti,26,26,30,21
12-05-2021,Race Course,4,17,23,8
12-05-2021,Ukkadam,7,12,8,4
12-05-2021,Town Hall,5,8,3,0
12-05-2021,Kuniyamuthur,4,7,4,2
12-05-2021,Sundarapuram,6,24,21,4
12-05-2021,Podanur,8,5,6,1
12-05-2021,Thudiyalur,12,13,8,5
12-05-2021,Vadakovai,20,9,11,11
12-05-2021,Ganapathy,14,17,17,8
12-05-2021,Kalapatti,22,23,18,12
12-05-2021,Kovaipudur,5,12,18,5
12-05-2021,Selvapuram,11,6,15,5
12-05-2021,Kurichi,9,9,12,8
12-05-2021,Vadavalli,10,9,13,4
19-05-2021,Gandhipuram,8,6,12,6
19-05-2021,RS Puram,9,9,12,9
19-05-2021,Saibaba Colony,5,12,12,8
19-05-2021,Peelamedu,8,17,19,7
19-05-2021,Singanallur,13,13,34,15
19-05-2021,Saravanampatti,8,22,23,9
19-05-2021,Race Course,9,11,9,10
19-05-2021,Ukkadam,8,10,9,7
19-05-2021,Town Hall,6,7,11,4
19-05-2021,Kuniyamuthur,11,11,10,3
19-05-2021,Sundarapuram,13,11,15,11
19-05-2021,Podanur,5,6,6,5
19-05-2021,Thudiyalur,4,9,5,5
19-05-2021,Vadakovai,9,11,13,5
19-05-2021,Ganapathy,6,21,25,5
19-05-2021,Kalapatti,22,22,26,18
19-05-2021,Kovaipudur,11,7,13,6
19-05-2021,Selvapuram,4,13,13,3
19-05-2021,Kurichi,9,12,19,7
19-05-2021,Vadavalli,9,9,21,12
26-05-2021,Gandhipuram,9,21,17,8
26-05-2021,RS Puram,5,5,10,7
26-05-2021,Saibaba Colony,11,11,11,10
26-05-2021,Peelamedu,11,13,7,4
26-05-2021,Singanallur,18,18,21,14
26-05-2021,Saravanampatti,17,15,24,9
26-05-2021,Race Course,14,11,11,11
26-05-2021,Ukkadam,8,6,9,3
26-05-2021,Town Hall,12,6,11,6
26-05-2021,Kuniyamuthur,10,13,6,8
26-05-2021,Sundarapuram,10,13,21,11
26-05-2021,Podanur,9,7,9,4
26-05-2021,Thudiyalur,10,9,12,9
26-05-2021,Vadakovai,14,17,15,13
26-05-2021,Ganapathy,26,25,25,10
26-05-2021,Kalapatti,18,29,31,18
26-05-2021,Kovaipudur,12,10,20,4
26-05-2021,Selvapuram,7,4,9,3
26-05-2021,Kurichi,16,8,11,9
26-05-2021,Vadavalli,14,20,15,10
02-06-2021,Gandhipuram,13,20,16,6
02-06-2021,RS Puram,12,13,7,4
02-06-2021,Saibaba Colony,9,15,16,13
02-06-2021,Peelamedu,12,12,12,10
02-06-2021,Singanallur,31,17,26,10
02-06-2021,Saravanampatti,35,25,25,17
02-06-2021,Race Course,9,24,11,4
02-06-2021,Ukkadam,14,10,14,12
02-06-2021,Town Hall,10,10,16,5
02-06-2021,Kuniyamuthur,7,12,9,11
02-06-2021,Sundarapuram,17,20,23,9
02-06-2021,Podanur,11,6,7,3
02-06-2021,Thudiyalur,8,7,17,9
02-06-2021,Vadakovai,15,15,13,20
02-06-2021,Ganapathy,23,15,25,16
02-06-2021,Kalapatti,35,31,25,8
02-06-2021,Kovaipudur,14,22,10,9
02-06-2021,Selvapuram,11,14,13,9
02-06-2021,Kurichi,17,11,11,7
02-06-2021,Vadavalli,28,22,31,9
09-06-2021,Gandhipuram,18,17,12,8
09-06-2021,RS Puram,9,5,7,1
09-06-2021,Saibaba Colony,17,14,21,4
09-06-2021,Peelamedu,17,10,9,10
09-06-2021,Singanallur,24,21,22,15
09-06-2021,Saravanampatti,35,16,35,15
09-06-2021,Race Course,15,14,17,16
09-06-2021,Ukkadam,22,12,11,9
09-06-2021,Town Hall,9,7,8,7
09-06-2021,Kuniyamuthur,12,12,17,7
09-06-2021,Sundarapuram,16,17,22,7
09-06-2021,Podanur,8,8,10,1
09-06-2021,Thudiyalur,13,12,18,5
09-06-2021,Vadakovai,11,19,16,4
09-06-2021,Ganapathy,32,23,17,11
09-06-2021,Kalapatti,27,30,33,15
09-06-2021,Kovaipudur,21,16,14,8
09-06-2021,Selvapuram,19,14,9,5
09-06-2021,Kurichi,16,20,13,3
09-06-2021,Vadavalli,18,21,18,6
16-06-2021,Gandhipuram,31,17,15,6
16-06-2021,RS Puram,11,12,14,5
16-06-2021,Saibaba Colony,18,10,17,8
16-06-2021,Peelamedu,11,14,10,3
16-06-2021,Singanallur,21,20,21,10
16-06-2021,Saravanampatti,34,37,39,21
16-06-2021,Race Course,15,17,15,10
16-06-2021,Ukkadam,8,12,5,5
16-06-2021,Town Hall,7,14,8,9
16-06-2021,Kuniyamuthur,15,11,14,8
16-06-2021,Sundarapuram,24,12,18,7
16-06-2021,Podanur,12,7,8,1
16-06-2021,Thudiyalur,13,7,17,8
16-06-2021,Vadakovai,13,16,19,15
16-06-2021,Ganapathy,25,12,27,15
16-06-2021,Kalapatti,29,34,31,16
16-06-2021,Kovaipudur,17,11,22,4
16-06-2021,Selvapuram,15,13,19,6
16-06-2021,Kurichi,13,18,14,5
16-06-2021,Vadavalli,33,16,21,13
23-06-2021,Gandhipuram,29,15,14,8
23-06-2021,RS Puram,10,9,11,4
23-06-2021,Saibaba Colony,18,14,16,11
23-06-2021,Peelamedu,19,12,11,7
23-06-2021,Singanallur,18,22,27,17
23-06-2021,Saravanampatti,23,27,26,14
23-06-2021,Race Course,11,17,10,6
23-06-2021,Ukkadam,13,11,12,5
23-06-2021,Town Hall,9,6,9,9
23-06-2021,Kuniyamuthur,23,9,16,11
23-06-2021,Sundarapuram,20,17,11,11
23-06-2021,Podanur,10,6,7,4
23-06-2021,Thudiyalur,20,15,6,4
23-06-2021,Vadakovai,20,12,10,8
23-06-2021,Ganapathy,22,24,23,12
23-06-2021,Kalapatti,37,30,29,12
23-06-2021,Kovaipudur,17,11,17,6
23-06-2021,Selvapuram,9,7,11,7
23-06-2021,Kurichi,15,15,8,8
23-06-2021,Vadavalli,22,27,19,18
30-06-2021,Gandhipuram,13,15,14,11
30-06-2021,RS Puram,9,6,9,4
30-06-2021,Saibaba Colony,21,13,16,9
30-06-2021,Peelamedu,16,11,13,8
30-06-2021,Singanallur,20,26,29,6
30-06-2021,Saravanampatti,39,26,19,19
30-06-2021,Race Course,11,22,21,15
30-06-2021,Ukkadam,8,11,15,5
30-06-2021,Town Hall,6,9,18,6
30-06-2021,Kuniyamuthur,14,15,14,9
30-06-2021,Sundarapuram,21,16,18,4
30-06-2021,Podanur,9,4,5,0
30-06-2021,Thudiyalur,13,9,12,11
30-06-2021,Vadakovai,11,15,15,13
30-06-2021,Ganapathy,20,18,25,9
30-06-2021,Kalapatti,27,27,31,21
30-06-2021,Kovaipudur,16,18,14,10
30-06-2021,Selvapuram,14,10,13,8
30-06-2021,Kurichi,18,11,9,8
30-06-2021,Vadavalli,23,13,21,12
07-07-2021,Gandhipuram,23,16,15,8
07-07-2021,RS Puram,14,11,10,2
07-07-2021,Saibaba Colony,11,14,26,5
07-07-2021,Peelamedu,18,25,16,8
07-07-2021,Singanallur,19,30,20,8
07-07-2021,Saravanampatti,37,36,18,10
07-07-2021,Race Course,17,28,14,9
07-07-2021,Ukkadam,18,11,10,5
07-07-2021,Town Hall,12,13,12,2
07-07-2021,Kuniyamuthur,15,15,12,5
07-07-2021,Sundarapuram,27,19,17,11
07-07-2021,Podanur,12,14,4,5
07-07-2021,Thudiyalur,11,18,19,9
07-07-2021,Vadakovai,15,20,11,7
07-07-2021,Ganapathy,24,32,26,10
07-07-2021,Kalapatti,31,34,35,19
07-07-2021,Kovaipudur,12,28,17,8
07-07-2021,Selvapuram,21,15,6,10
07-07-2021,Kurichi,18,14,13,9
07-07-2021,Vadavalli,24,30,27,11
14-07-2021,Gandhipuram,15,25,14,7
14-07-2021,RS Puram,14,14,6,4
14-07-2021,Saibaba Colony,14,15,13,7
14-07-2021,Peelamedu,15,13,14,7
14-07-2021,Singanallur,19,27,17,6
14-07-2021,Saravanampatti,21,36,24,13
14-07-2021,Race Course,25,24,23,10
14-07-2021,Ukkadam,15,25,9,5
14-07-2021,Town Hall,12,15,13,4
14-07-2021,Kuniyamuthur,15,23,7,9
14-07-2021,Sundarapuram,14,17,14,10
14-07-2021,Podanur,13,7,6,5
14-07-2021,Thudiyalur,13,20,14,7
14-07-2021,Vadakovai,15,25,22,8
14-07-2021,Ganapathy,22,39,16,13
14-07-2021,Kalapatti,36,34,29,18
14-07-2021,Kovaipudur,16,15,7,7
14-07-2021,Selvapuram,16,24,13,7
14-07-2021,Kurichi,14,23,12,8
14-07-2021,Vadavalli,26,33,16,11
21-07-2021,Gandhipuram,21,30,12,11
21-07-2021,RS Puram,19,13,9,3
21-07-2021,Saibaba Colony,18,24,18,11
21-07-2021,Peelamedu,13,23,14,2
21-07-2021,Singanallur,20,32,21,9
21-07-2021,Saravanampatti,32,39,19,22
21-07-2021,Race Course,16,21,23,10
21-07-2021,Ukkadam,11,13,10,4
21-07-2021,Town Hall,21,20,7,5
21-07-2021,Kuniyamuthur,20,24,10,6
21-07-2021,Sundarapuram,25,20,9,4
21-07-2021,Podanur,8,12,5,6
21-07-2021,Thudiyalur,12,12,12,7
21-07-2021,Vadakovai,16,19,7,6
21-07-2021,Ganapathy,24,34,24,12
21-07-2021,Kalapatti,33,44,36,16
21-07-2021,Kovaipudur,21,18,11,11
21-07-2021,Selvapuram,17,23,23,7
21-07-2021,Kurichi,8,16,13,10
21-07-2021,Vadavalli,26,32,24,9
28-07-2021,Gandhipuram,11,26,13,4
28-07-2021,RS Puram,7,11,9,3
28-07-2021,Saibaba Colony,18,24,18,13
28-07-2021,Peelamedu,17,21,15,8
28-07-2021,Singanallur,17,35,26,10
28-07-2021,Saravanampatti,28,29,33,14
28-07-2021,Race Course,20,27,22,12
28-07-2021,Ukkadam,7,21,18,7
28-07-2021,Town Hall,12,18,16,5
28-07-2021,Kuniyamuthur,11,20,10,13
28-07-2021,Sundarapuram,22,19,15,8
28-07-2021,Podanur,7,13,16,4
28-07-2021,Thudiyalur,15,20,10,5
28-07-2021,Vadakovai,16,24,20,8
28-07-2021,Ganapathy,32,30,24,13
28-07-2021,Kalapatti,36,35,28,20
28-07-2021,Kovaipudur,21,20,21,12
28-07-2021,Selvapuram,13,25,14,10
28-07-2021,Kurichi,13,18,14,8
28-07-2021,Vadavalli,20,22,19,12
04-08-2021,Gandhipuram,20,23,18,21
04-08-2021,RS Puram,9,20,13,9
04-08-2021,Saibaba Colony,15,26,19,11
04-08-2021,Peelamedu,19,23,9,8
04-08-2021,Singanallur,20,25,13,14
04-08-2021,Saravanampatti,35,39,18,21
04-08-2021,Race Course,20,18,16,15
04-08-2021,Ukkadam,14,19,22,12
04-08-2021,Town Hall,9,20,16,15
04-08-2021,Kuniyamuthur,9,12,21,8
04-08-2021,Sundarapuram,22,16,8,11
04-08-2021,Podanur,6,11,6,6
04-08-2021,Thudiyalur,12,22,10,12
04-08-2021,Vadakovai,15,26,14,10
04-08-2021,Ganapathy,27,33,21,15
04-08-2021,Kalapatti,40,58,28,15
04-08-2021,Kovaipudur,17,28,19,16
04-08-2021,Selvapuram,19,16,11,10
04-08-2021,Kurichi,9,21,14,11
04-08-2021,Vadavalli,25,43,17,13
11-08-2021,Gandhipuram,20,21,19,13
11-08-2021,RS Puram,10,8,6,10
11-08-2021,Saibaba Colony,14,22,20,8
11-08-2021,Peelamedu,13,15,18,10
11-08-2021,Singanallur,26,22,17,8
11-08-2021,Saravanampatti,33,38,31,26
11-08-2021,Race Course,15,22,19,13
11-08-2021,Ukkadam,15,16,13,4
11-08-2021,Town Hall,15,20,9,8
11-08-2021,Kuniyamuthur,15,17,17,7
11-08-2021,Sundarapuram,19,22,16,12
11-08-2021,Podanur,10,5,8,2
11-08-2021,Thudiyalur,13,13,8,9
11-08-2021,Vadakovai,19,23,18,8
11-08-2021,Ganapathy,26,35,22,14
11-08-2021,Kalapatti,29,38,23,23
11-08-2021,Kovaipudur,17,21,14,13
11-08-2021,Selvapuram,13,13,12,5
11-08-2021,Kurichi,11,10,15,15
11-08-2021,Vadavalli,25,27,25,16
18-08-2021,Gandhipuram,27,22,15,13
18-08-2021,RS Puram,15,9,11,9
18-08-2021,Saibaba Colony,13,17,16,13
18-08-2021,Peelamedu,15,16,12,9
18-08-2021,Singanallur,20,29,19,18
18-08-2021,Saravanampatti,20,39,22,25
18-08-2021,Race Course,20,20,21,10
18-08-2021,Ukkadam,17,15,14,10
18-08-2021,Town Hall,8,14,5,8
18-08-2021,Kuniyamuthur,7,23,13,9
18-08-2021,Sundarapuram,21,22,23,12
18-08-2021,Podanur,12,11,10,6
18-08-2021,Thudiyalur,16,23,13,12
18-08-2021,Vadakovai,22,38,26,12
18-08-2021,Ganapathy,30,27,19,9
18-08-2021,Kalapatti,38,44,24,13
18-08-2021,Kovaipudur,22,20,26,6
18-08-2021,Selvapuram,8,16,14,10
18-08-2021,Kurichi,9,20,25,7
18-08-2021,Vadavalli,19,39,17,20
25-08-2021,Gandhipuram,14,29,20,12
25-08-2021,RS Puram,5,17,12,10
25-08-2021,Saibaba Colony,16,29,15,19
25-08-2021,Peelamedu,14,11,10,5
25-08-2021,Singanallur,24,34,25,22
25-08-2021,Saravanampatti,29,40,28,19
25-08-2021,Race Course,13,15,16,9
25-08-2021,Ukkadam,17,19,14,16
25-08-2021,Town Hall,18,8,11,8
25-08-2021,Kuniyamuthur,7,18,12,8
25-08-2021,Sundarapuram,18,29,22,16
25-08-2021,Podanur,8,6,9,6
25-08-2021,Thudiyalur,12,17,14,12
25-08-2021,Vadakovai,18,15,14,14
25-08-2021,Ganapathy,25,29,19,23
25-08-2021,Kalapatti,34,38,34,25
25-08-2021,Kovaipudur,17,22,14,17
25-08-2021,Selvapuram,13,20,8,8
25-08-2021,Kurichi,13,22,11,15
25-08-2021,Vadavalli,30,30,26,13
01-09-2021,Gandhipuram,15,22,7,10
01-09-2021,RS Puram,8,17,8,4
01-09-2021,Saibaba Colony,18,26,9,7
01-09-2021,Peelamedu,14,20,10,17
01-09-2021,Singanallur,26,36,12,11
01-09-2021,Saravanampatti,26,43,16,22
01-09-2021,Race Course,23,28,15,15
01-09-2021,Ukkadam,12,14,9,10
01-09-2021,Town Hall,5,13,4,7
01-09-2021,Kuniyamuthur,21,26,14,9
01-09-2021,Sundarapuram,13,26,7,19
01-09-2021,Podanur,8,9,6,1
01-09-2021,Thudiyalur,21,28,11,11
01-09-2021,Vadakovai,19,17,11,9
01-09-2021,Ganapathy,19,31,15,9
01-09-2021,Kalapatti,37,42,19,23
01-09-2021,Kovaipudur,20,19,11,6
01-09-2021,Selvapuram,14,16,7,6
01-09-2021,Kurichi,13,28,16,5
01-09-2021,Vadavalli,29,29,13,13
08-09-2021,Gandhipuram,22,16,9,24
08-09-2021,RS Puram,13,12,8,7
08-09-2021,Saibaba Colony,16,19,16,12
08-09-2021,Peelamedu,9,12,6,13
08-09-2021,Singanallur,29,27,12,20
08-09-2021,Saravanampatti,27,44,18,22
08-09-2021,Race Course,22,26,17,6
08-09-2021,Ukkadam,10,20,10,8
08-09-2021,Town Hall,12,14,6,8
08-09-2021,Kuniyamuthur,11,29,9,6
08-09-2021,Sundarapuram,23,28,9,17
08-09-2021,Podanur,9,14,3,10
08-09-2021,Thudiyalur,13,20,11,12
08-09-2021,Vadakovai,12,21,7,16
08-09-2021,Ganapathy,23,40,19,19
08-09-2021,Kalapatti,38,56,19,28
08-09-2021,Kovaipudur,13,16,16,11
08-09-2021,Selvapuram,15,22,6,6
08-09-2021,Kurichi,16,26,9,10
08-09-2021,Vadavalli,22,41,17,18
15-09-2021,Gandhipuram,16,20,4,14
15-09-2021,RS Puram,14,11,8,8
15-09-2021,Saibaba Colony,12,18,7,11
15-09-2021,Peelamedu,17,20,17,6
15-09-2021,Singanallur,21,30,11,15
15-09-2021,Saravanampatti,31,40,17,15
15-09-2021,Race Course,13,23,7,15
15-09-2021,Ukkadam,19,18,8,8
15-09-2021,Town Hall,5,12,9,13
15-09-2021,Kuniyamuthur,11,19,6,4
15-09-2021,Sundarapuram,21,29,5,15
15-09-2021,Podanur,10,8,7,6
15-09-2021,Thudiyalur,20,12,14,12
15-09-2021,Vadakovai,23,15,14,12
15-09-2021,Ganapathy,29,27,21,15
15-09-2021,Kalapatti,36,41,16,21
15-09-2021,Kovaipudur,19,17,20,12
15-09-2021,Selvapuram,12,16,9,12
15-09-2021,Kurichi,28,17,10,12
15-09-2021,Vadavalli,25,26,18,20
22-09-2021,Gandhipuram,22,21,13,12
22-09-2021,RS Puram,14,14,8,9
22-09-2021,Saibaba Colony,16,21,7,16
22-09-2021,Peelamedu,18,17,8,9
22-09-2021,Singanallur,15,37,15,15
22-09-2021,Saravanampatti,29,35,12,24
22-09-2021,Race Course,18,22,17,14
22-09-2021,Ukkadam,19,8,5,11
22-09-2021,Town Hall,11,19,8,8
22-09-2021,Kuniyamuthur,20,19,7,11
22-09-2021,Sundarapuram,22,22,7,11
22-09-2021,Podanur,9,9,5,13
22-09-2021,Thudiyalur,13,19,8,8
22-09-2021,Vadakovai,15,26,8,12
22-09-2021,Ganapathy,28,41,20,23
22-09-2021,Kalapatti,40,48,19,24
22-09-2021,Kovaipudur,13,30,9,12
22-09-2021,Selvapuram,14,24,11,9
22-09-2021,Kurichi,15,23,14,9
22-09-2021,Vadavalli,17,34,20,11
29-09-2021,Gandhipuram,16,25,21,5
29-09-2021,RS Puram,13,15,5,5
29-09-2021,Saibaba Colony,16,21,7,13
29-09-2021,Peelamedu,15,27,11,8
29-09-2021,Singanallur,18,33,13,17
29-09-2021,Saravanampatti,40,35,23,17
29-09-2021,Race Course,19,31,10,18
29-09-2021,Ukkadam,17,20,7,5
29-09-2021,Town Hall,7,15,6,5
29-09-2021,Kuniyamuthur,8,19,9,12
29-09-2021,Sundarapuram,14,21,13,17
29-09-2021,Podanur,6,16,6,4
29-09-2021,Thudiyalur,11,22,9,5
29-09-2021,Vadakovai,15,14,13,12
29-09-2021,Ganapathy,22,42,25,15
29-09-2021,Kalapatti,36,49,25,35
29-09-2021,Kovaipudur,17,14,9,10
29-09-2021,Selvapuram,23,13,6,3
29-09-2021,Kurichi,18,17,9,14
29-09-2021,Vadavalli,30,25,14,15
06-10-2021,Gandhipuram,9,25,12,18
06-10-2021,RS Puram,10,13,10,11
06-10-2021,Saibaba Colony,9,14,11,10
06-10-2021,Peelamedu,12,16,8,9
06-10-2021,Singanallur,12,34,12,10
06-10-2021,Saravanampatti,15,47,15,27
06-10-2021,Race Course,12,21,10,14
06-10-2021,Ukkadam,10,15,7,12
06-10-2021,Town Hall,10,13,8,6
06-10-2021,Kuniyamuthur,9,16,7,9
06-10-2021,Sundarapuram,8,22,9,11
06-10-2021,Podanur,7,15,4,6
06-10-2021,Thudiyalur,11,13,7,11
06-10-2021,Vadakovai,12,25,13,7
06-10-2021,Ganapathy,15,36,19,16
06-10-2021,Kalapatti,26,46,22,24
06-10-2021,Kovaipudur,13,20,8,12
06-10-2021,Selvapuram,7,25,10,11
06-10-2021,Kurichi,7,20,11,9
06-10-2021,Vadavalli,16,25,14,14
13-10-2021,Gandhipuram,20,20,12,23
13-10-2021,RS Puram,4,14,6,6
13-10-2021,Saibaba Colony,7,28,16,10
13-10-2021,Peelamedu,6,19,7,8
13-10-2021,Singanallur,17,27,9,19
13-10-2021,Saravanampatti,21,45,18,21
13-10-2021,Race Course,13,28,4,14
13-10-2021,Ukkadam,12,15,13,5
13-10-2021,Town Hall,7,7,7,5
13-10-2021,Kuniyamuthur,9,22,10,10
13-10-2021,Sundarapuram,12,17,6,10
13-10-2021,Podanur,12,10,5,7
13-10-2021,Thudiyalur,9,18,11,9
13-10-2021,Vadakovai,20,25,15,14
13-10-2021,Ganapathy,15,26,19,23
13-10-2021,Kalapatti,23,46,24,29
13-10-2021,Kovaipudur,8,20,14,7
13-10-2021,Selvapuram,7,15,5,11
13-10-2021,Kurichi,8,16,7,7
13-10-2021,Vadavalli,17,27,16,17
20-10-2021,Gandhipuram,9,19,11,7
20-10-2021,RS Puram,8,12,8,9
20-10-2021,Saibaba Colony,11,25,11,11
20-10-2021,Peelamedu,9,20,7,5
20-10-2021,Singanallur,9,31,15,20
20-10-2021,Saravanampatti,20,49,22,26
20-10-2021,Race Course,19,21,15,11
20-10-2021,Ukkadam,9,23,3,6
20-10-2021,Town Hall,6,16,7,8
20-10-2021,Kuniyamuthur,7,20,13,6
20-10-2021,Sundarapuram,13,23,11,17
20-10-2021,Podanur,9,10,4,5
20-10-2021,Thudiyalur,11,18,8,10
20-10-2021,Vadakovai,9,25,11,6
20-10-2021,Ganapathy,15,31,16,12
20-10-2021,Kalapatti,23,36,21,17
20-10-2021,Kovaipudur,8,16,11,12
20-10-2021,Selvapuram,12,17,5,7
20-10-2021,Kurichi,9,17,14,11
20-10-2021,Vadavalli,17,32,15,21
27-10-2021,Gandhipuram,8,24,15,15
27-10-2021,RS Puram,9,15,4,10
27-10-2021,Saibaba Colony,8,24,10,16
27-10-2021,Peelamedu,12,24,8,10
27-10-2021,Singanallur,14,20,9,13
27-10-2021,Saravanampatti,22,36,18,24
27-10-2021,Race Course,5,28,13,8
27-10-2021,Ukkadam,10,18,9,7
27-10-2021,Town Hall,7,15,6,8
27-10-2021,Kuniyamuthur,7,27,12,14
27-10-2021,Sundarapuram,17,17,6,14
27-10-2021,Podanur,7,8,2,3
