date,ward,rainfall_mm
2022-04-08,Kovaipudur,0.8
2022-04-08,Selvapuram,1.2
2022-04-08,Kurichi,5.7
2022-04-08,Vadavalli,2.1
2022-04-09,Gandhipuram,1.3
2022-04-09,RS Puram,2.4
2022-04-09,Saibaba Colony,0.4
2022-04-09,Peelamedu,0.0
2022-04-09,Singanallur,1.0
2022-04-09,Saravanampatti,2.8
2022-04-09,Race Course,3.7
2022-04-09,Ukkadam,5.3
2022-04-09,Town Hall,7.8
2022-04-09,Kuniyamuthur,1.6
2022-04-09,Sundarapuram,4.0
2022-04-09,Podanur,0.2
2022-04-09,Thudiyalur,0.2
2022-04-09,Vadakovai,0.4
2022-04-09,Ganapathy,1.8
2022-04-09,Kalapatti,0.7
2022-04-09,Kovaipudur,1.0
2022-04-09,Selvapuram,3.1
2022-04-09,Kurichi,1.3
2022-04-09,Vadavalli,2.4
2022-04-10,Gandhipuram,1.6
2022-04-10,RS Puram,0.6
2022-04-10,Saibaba Colony,0.2
2022-04-10,Peelamedu,0.8
2022-04-10,Singanallur,0.2
2022-04-10,Saravanampatti,2.9
2022-04-10,Race Course,4.8
2022-04-10,Ukkadam,1.2
2022-04-10,Town Hall,1.5
2022-04-10,Kuniyamuthur,5.1
2022-04-10,Sundarapuram,0.8
2022-04-10,Podanur,0.4
2022-04-10,Thudiyalur,2.1
2022-04-10,Vadakovai,3.1
2022-04-10,Ganapathy,2.7
2022-04-10,Kalapatti,3.8
2022-04-10,Kovaipudur,0.2
2022-04-10,Selvapuram,1.7
2022-04-10,Kurichi,0.8
2022-04-10,Vadavalli,4.3
2022-04-11,Gandhipuram,6.2
2022-04-11,RS Puram,1.0
2022-04-11,Saibaba Colony,0.3
2022-04-11,Peelamedu,0.9
2022-04-11,Singanallur,0.3
2022-04-11,Saravanampatti,1.2
2022-04-11,Race Course,2.3
2022-04-11,Ukkadam,10.9
2022-04-11,Town Hall,1.5
2022-04-11,Kuniyamuthur,0.7
2022-04-11,Sundarapuram,0.5
2022-04-11,Podanur,0.6
2022-04-11,Thudiyalur,0.6
2022-04-11,Vadakovai,4.3
2022-04-11,Ganapathy,0.2
2022-04-11,Kalapatti,17.9
2022-04-11,Kovaipudur,2.2
2022-04-11,Selvapuram,2.4
2022-04-11,Kurichi,1.3
2022-04-11,Vadavalli,3.5
2022-04-12,Gandhipuram,1.9
2022-04-12,RS Puram,1.2
2022-04-12,Saibaba Colony,0.9
2022-04-12,Peelamedu,7.8
2022-04-12,Singanallur,1.0
2022-04-12,Saravanampatti,1.7
2022-04-12,Race Course,1.3
2022-04-12,Ukkadam,0.3
2022-04-12,Town Hall,0.6
2022-04-12,Kuniyamuthur,0.6
2022-04-12,Sundarapuram,3.5
2022-04-12,Podanur,1.6
2022-04-12,Thudiyalur,4.6
2022-04-12,Vadakovai,3.7
2022-04-12,Ganapathy,0.6
2022-04-12,Kalapatti,2.5
2022-04-12,Kovaipudur,4.1
2022-04-12,Selvapuram,3.0
2022-04-12,Kurichi,2.7
2022-04-12,Vadavalli,4.0
2022-04-13,Gandhipuram,0.2
2022-04-13,RS Puram,3.9
2022-04-13,Saibaba Colony,1.0
2022-04-13,Peelamedu,2.5
2022-04-13,Singanallur,0.8
2022-04-13,Saravanampatti,5.5
2022-04-13,Race Course,2.0
2022-04-13,Ukkadam,3.1
2022-04-13,Town Hall,4.7
2022-04-13,Kuniyamuthur,6.8
2022-04-13,Sundarapuram,4.0
2022-04-13,Podanur,0.5
2022-04-13,Thudiyalur,5.8
2022-04-13,Vadakovai,2.9
2022-04-13,Ganapathy,2.8
2022-04-13,Kalapatti,7.6
2022-04-13,Kovaipudur,0.9
2022-04-13,Selvapuram,0.8
2022-04-13,Kurichi,2.2
2022-04-13,Vadavalli,4.2
2022-04-14,Gandhipuram,1.8
2022-04-14,RS Puram,3.0
2022-04-14,Saibaba Colony,1.8
2022-04-14,Peelamedu,2.8
2022-04-14,Singanallur,5.2
2022-04-14,Saravanampatti,0.6
2022-04-14,Race Course,3.6
2022-04-14,Ukkadam,4.6
2022-04-14,Town Hall,1.8
2022-04-14,Kuniyamuthur,1.2
2022-04-14,Sundarapuram,0.0
2022-04-14,Podanur,4.8
2022-04-14,Thudiyalur,1.2
2022-04-14,Vadakovai,1.3
2022-04-14,Ganapathy,1.2
2022-04-14,Kalapatti,2.1
2022-04-14,Kovaipudur,3.6
2022-04-14,Selvapuram,4.4
2022-04-14,Kurichi,1.5
2022-04-14,Vadavalli,3.3
2022-04-15,Gandhipuram,3.8
2022-04-15,RS Puram,1.1
2022-04-15,Saibaba Colony,0.3
2022-04-15,Peelamedu,6.8
2022-04-15,Singanallur,3.4
2022-04-15,Saravanampatti,3.1
2022-04-15,Race Course,0.2
2022-04-15,Ukkadam,5.1
2022-04-15,Town Hall,2.5
2022-04-15,Kuniyamuthur,5.6
2022-04-15,Sundarapuram,11.0
2022-04-15,Podanur,9.4
2022-04-15,Thudiyalur,5.8
2022-04-15,Vadakovai,0.0
2022-04-15,Ganapathy,6.5
2022-04-15,Kalapatti,0.2
2022-04-15,Kovaipudur,5.7
2022-04-15,Selvapuram,1.0
2022-04-15,Kurichi,2.8
2022-04-15,Vadavalli,0.1
2022-04-16,Gandhipuram,4.4
2022-04-16,RS Puram,0.4
2022-04-16,Saibaba Colony,1.6
2022-04-16,Peelamedu,5.1
2022-04-16,Singanallur,3.6
2022-04-16,Saravanampatti,0.0
2022-04-16,Race Course,1.5
2022-04-16,Ukkadam,0.1
2022-04-16,Town Hall,3.4
2022-04-16,Kuniyamuthur,10.4
2022-04-16,Sundarapuram,3.2
2022-04-16,Podanur,0.8
2022-04-16,Thudiyalur,1.3
2022-04-16,Vadakovai,11.3
2022-04-16,Ganapathy,0.8
2022-04-16,Kalapatti,2.5
2022-04-16,Kovaipudur,1.5
2022-04-16,Selvapuram,4.4
2022-04-16,Kurichi,6.1
2022-04-16,Vadavalli,1.3
2022-04-17,Gandhipuram,3.2
2022-04-17,RS Puram,2.4
2022-04-17,Saibaba Colony,1.0
2022-04-17,Peelamedu,1.0
2022-04-17,Singanallur,2.3
2022-04-17,Saravanampatti,0.5
2022-04-17,Race Course,5.0
2022-04-17,Ukkadam,0.2
2022-04-17,Town Hall,0.3
2022-04-17,Kuniyamuthur,1.3
2022-04-17,Sundarapuram,0.4
2022-04-17,Podanur,1.9
2022-04-17,Thudiyalur,1.5
2022-04-17,Vadakovai,3.8
2022-04-17,Ganapathy,9.2
2022-04-17,Kalapatti,4.2
2022-04-17,Kovaipudur,0.6
2022-04-17,Selvapuram,8.2
2022-04-17,Kurichi,1.5
2022-04-17,Vadavalli,1.9
2022-04-18,Gandhipuram,1.6
2022-04-18,RS Puram,1.0
2022-04-18,Saibaba Colony,6.8
2022-04-18,Peelamedu,1.2
2022-04-18,Singanallur,2.6
2022-04-18,Saravanampatti,0.8
2022-04-18,Race Course,4.8
2022-04-18,Ukkadam,4.5
2022-04-18,Town Hall,1.1
2022-04-18,Kuniyamuthur,3.4
2022-04-18,Sundarapuram,3.7
2022-04-18,Podanur,2.5
2022-04-18,Thudiyalur,2.8
2022-04-18,Vadakovai,2.6
2022-04-18,Ganapathy,0.3
2022-04-18,Kalapatti,3.3
2022-04-18,Kovaipudur,1.9
2022-04-18,Selvapuram,1.7
2022-04-18,Kurichi,5.9
2022-04-18,Vadavalli,0.1
2022-04-19,Gandhipuram,0.9
2022-04-19,RS Puram,0.4
2022-04-19,Saibaba Colony,0.1
2022-04-19,Peelamedu,1.0
2022-04-19,Singanallur,13.4
2022-04-19,Saravanampatti,0.9
2022-04-19,Race Course,3.3
2022-04-19,Ukkadam,0.4
2022-04-19,Town Hall,2.8
2022-04-19,Kuniyamuthur,12.5
2022-04-19,Sundarapuram,1.0
2022-04-19,Podanur,5.7
2022-04-19,Thudiyalur,18.1
2022-04-19,Vadakovai,2.7
2022-04-19,Ganapathy,1.1
2022-04-19,Kalapatti,3.4
2022-04-19,Kovaipudur,5.6
2022-04-19,Selvapuram,0.6
2022-04-19,Kurichi,1.8
2022-04-19,Vadavalli,1.2
2022-04-20,Gandhipuram,1.0
2022-04-20,RS Puram,5.9
2022-04-20,Saibaba Colony,1.6
2022-04-20,Peelamedu,1.2
2022-04-20,Singanallur,2.8
2022-04-20,Saravanampatti,0.7
2022-04-20,Race Course,0.8
2022-04-20,Ukkadam,2.2
2022-04-20,Town Hall,1.6
2022-04-20,Kuniyamuthur,1.0
2022-04-20,Sundarapuram,0.2
2022-04-20,Podanur,2.2
2022-04-20,Thudiyalur,5.1
2022-04-20,Vadakovai,5.7
2022-04-20,Ganapathy,0.8
2022-04-20,Kalapatti,2.7
2022-04-20,Kovaipudur,5.8
2022-04-20,Selvapuram,1.6
2022-04-20,Kurichi,8.1
2022-04-20,Vadavalli,7.0
2022-04-21,Gandhipuram,0.7
2022-04-21,RS Puram,0.9
2022-04-21,Saibaba Colony,0.6
2022-04-21,Peelamedu,0.7
2022-04-21,Singanallur,7.2
2022-04-21,Saravanampatti,8.0
2022-04-21,Race Course,0.2
2022-04-21,Ukkadam,2.7
2022-04-21,Town Hall,2.5
2022-04-21,Kuniyamuthur,1.5
2022-04-21,Sundarapuram,3.0
2022-04-21,Podanur,8.8
2022-04-21,Thudiyalur,0.6
2022-04-21,Vadakovai,0.4
2022-04-21,Ganapathy,0.1
2022-04-21,Kalapatti,1.4
2022-04-21,Kovaipudur,1.2
2022-04-21,Selvapuram,1.7
2022-04-21,Kurichi,2.1
2022-04-21,Vadavalli,4.3
2022-04-22,Gandhipuram,1.5
2022-04-22,RS Puram,1.2
2022-04-22,Saibaba Colony,5.3
2022-04-22,Peelamedu,5.7
2022-04-22,Singanallur,0.8
2022-04-22,Saravanampatti,1.1
2022-04-22,Race Course,5.2
2022-04-22,Ukkadam,0.2
2022-04-22,Town Hall,1.2
2022-04-22,Kuniyamuthur,1.8
2022-04-22,Sundarapuram,0.6
2022-04-22,Podanur,0.6
2022-04-22,Thudiyalur,1.7
2022-04-22,Vadakovai,4.2
2022-04-22,Ganapathy,5.5
2022-04-22,Kalapatti,11.6
2022-04-22,Kovaipudur,0.2
2022-04-22,Selvapuram,0.7
2022-04-22,Kurichi,4.2
2022-04-22,Vadavalli,2.3
2022-04-23,Gandhipuram,1.2
2022-04-23,RS Puram,0.7
2022-04-23,Saibaba Colony,1.0
2022-04-23,Peelamedu,1.7
2022-04-23,Singanallur,0.6
2022-04-23,Saravanampatti,10.0
2022-04-23,Race Course,0.3
2022-04-23,Ukkadam,12.7
2022-04-23,Town Hall,5.5
2022-04-23,Kuniyamuthur,1.7
2022-04-23,Sundarapuram,4.0
2022-04-23,Podanur,3.3
2022-04-23,Thudiyalur,0.7
2022-04-23,Vadakovai,1.2
2022-04-23,Ganapathy,2.2
2022-04-23,Kalapatti,3.0
2022-04-23,Kovaipudur,2.3
2022-04-23,Selvapuram,1.9
2022-04-23,Kurichi,1.8
2022-04-23,Vadavalli,2.1
2022-04-24,Gandhipuram,1.7
2022-04-24,RS Puram,2.3
2022-04-24,Saibaba Colony,6.6
2022-04-24,Peelamedu,3.0
2022-04-24,Singanallur,3.8
2022-04-24,Saravanampatti,2.7
2022-04-24,Race Course,3.1
2022-04-24,Ukkadam,2.6
2022-04-24,Town Hall,0.1
2022-04-24,Kuniyamuthur,23.5
2022-04-24,Sundarapuram,0.1
2022-04-24,Podanur,1.5
2022-04-24,Thudiyalur,0.3
2022-04-24,Vadakovai,0.3
2022-04-24,Ganapathy,4.7
2022-04-24,Kalapatti,1.7
2022-04-24,Kovaipudur,4.8
2022-04-24,Selvapuram,1.0
2022-04-24,Kurichi,0.9
2022-04-24,Vadavalli,0.9
2022-04-25,Gandhipuram,2.9
2022-04-25,RS Puram,5.1
2022-04-25,Saibaba Colony,1.8
2022-04-25,Peelamedu,1.4
2022-04-25,Singanallur,10.9
2022-04-25,Saravanampatti,0.4
2022-04-25,Race Course,2.0
2022-04-25,Ukkadam,1.6
2022-04-25,Town Hall,0.3
2022-04-25,Kuniyamuthur,0.9
2022-04-25,Sundarapuram,0.1
2022-04-25,Podanur,6.3
2022-04-25,Thudiyalur,2.8
2022-04-25,Vadakovai,5.1
2022-04-25,Ganapathy,2.2
2022-04-25,Kalapatti,2.7
2022-04-25,Kovaipudur,3.6
2022-04-25,Selvapuram,7.2
2022-04-25,Kurichi,0.3
2022-04-25,Vadavalli,1.2
2022-04-26,Gandhipuram,3.7
2022-04-26,RS Puram,9.5
2022-04-26,Saibaba Colony,11.9
2022-04-26,Peelamedu,3.0
2022-04-26,Singanallur,0.6
2022-04-26,Saravanampatti,0.4
2022-04-26,Race Course,8.8
2022-04-26,Ukkadam,1.7
2022-04-26,Town Hall,0.7
2022-04-26,Kuniyamuthur,8.1
2022-04-26,Sundarapuram,0.3
2022-04-26,Podanur,3.9
2022-04-26,Thudiyalur,2.9
2022-04-26,Vadakovai,0.3
2022-04-26,Ganapathy,1.2
2022-04-26,Kalapatti,0.5
2022-04-26,Kovaipudur,2.8
2022-04-26,Selvapuram,1.9
2022-04-26,Kurichi,0.0
2022-04-26,Vadavalli,11.2
2022-04-27,Gandhipuram,1.3
2022-04-27,RS Puram,0.9
2022-04-27,Saibaba Colony,0.8
2022-04-27,Peelamedu,0.5
2022-04-27,Singanallur,21.2
2022-04-27,Saravanampatti,1.0
2022-04-27,Race Course,1.6
2022-04-27,Ukkadam,6.2
2022-04-27,Town Hall,3.1
2022-04-27,Kuniyamuthur,1.4
2022-04-27,Sundarapuram,6.9
2022-04-27,Podanur,4.2
2022-04-27,Thudiyalur,0.8
2022-04-27,Vadakovai,3.1
2022-04-27,Ganapathy,7.7
2022-04-27,Kalapatti,2.1
2022-04-27,Kovaipudur,4.0
2022-04-27,Selvapuram,10.6
2022-04-27,Kurichi,3.5
2022-04-27,Vadavalli,0.3
2022-04-28,Gandhipuram,0.8
2022-04-28,RS Puram,2.7
2022-04-28,Saibaba Colony,1.0
2022-04-28,Peelamedu,9.5
2022-04-28,Singanallur,1.6
2022-04-28,Saravanampatti,1.8
2022-04-28,Race Course,3.6
2022-04-28,Ukkadam,2.2
2022-04-28,Town Hall,1.4
2022-04-28,Kuniyamuthur,0.2
2022-04-28,Sundarapuram,2.7
2022-04-28,Podanur,6.1
2022-04-28,Thudiyalur,3.5
2022-04-28,Vadakovai,1.4
2022-04-28,Ganapathy,0.4
2022-04-28,Kalapatti,5.1
2022-04-28,Kovaipudur,8.5
2022-04-28,Selvapuram,1.5
2022-04-28,Kurichi,3.9
2022-04-28,Vadavalli,1.6
2022-04-29,Gandhipuram,2.1
2022-04-29,RS Puram,5.4
2022-04-29,Saibaba Colony,0.3
2022-04-29,Peelamedu,2.3
2022-04-29,Singanallur,0.7
2022-04-29,Saravanampatti,1.2
2022-04-29,Race Course,3.1
2022-04-29,Ukkadam,0.1
2022-04-29,Town Hall,2.7
2022-04-29,Kuniyamuthur,1.0
2022-04-29,Sundarapuram,3.3
2022-04-29,Podanur,0.5
2022-04-29,Thudiyalur,4.0
2022-04-29,Vadakovai,3.1
2022-04-29,Ganapathy,10.6
2022-04-29,Kalapatti,7.3
2022-04-29,Kovaipudur,1.0
2022-04-29,Selvapuram,0.1
2022-04-29,Kurichi,3.2
2022-04-29,Vadavalli,2.8
2022-04-30,Gandhipuram,0.1
2022-04-30,RS Puram,0.4
2022-04-30,Saibaba Colony,2.6
2022-04-30,Peelamedu,7.3
2022-04-30,Singanallur,7.1
2022-04-30,Saravanampatti,0.5
2022-04-30,Race Course,1.5
2022-04-30,Ukkadam,0.1
2022-04-30,Town Hall,1.9
2022-04-30,Kuniyamuthur,4.2
2022-04-30,Sundarapuram,4.7
2022-04-30,Podanur,2.1
2022-04-30,Thudiyalur,0.3
2022-04-30,Vadakovai,1.4
2022-04-30,Ganapathy,8.1
2022-04-30,Kalapatti,0.8
2022-04-30,Kovaipudur,1.2
2022-04-30,Selvapuram,4.1
2022-04-30,Kurichi,4.0
2022-04-30,Vadavalli,7.3
2022-05-01,Gandhipuram,1.5
2022-05-01,RS Puram,2.2
2022-05-01,Saibaba Colony,1.9
2022-05-01,Peelamedu,7.9
2022-05-01,Singanallur,4.4
2022-05-01,Saravanampatti,5.3
2022-05-01,Race Course,0.4
2022-05-01,Ukkadam,4.7
2022-05-01,Town Hall,1.7
2022-05-01,Kuniyamuthur,0.1
2022-05-01,Sundarapuram,0.2
2022-05-01,Podanur,3.4
2022-05-01,Thudiyalur,1.4
2022-05-01,Vadakovai,6.1
2022-05-01,Ganapathy,4.0
2022-05-01,Kalapatti,0.1
2022-05-01,Kovaipudur,3.5
2022-05-01,Selvapuram,0.6
2022-05-01,Kurichi,1.6
2022-05-01,Vadavalli,2.9
2022-05-02,Gandhipuram,6.2
2022-05-02,RS Puram,1.8
2022-05-02,Saibaba Colony,5.0
2022-05-02,Peelamedu,4.6
2022-05-02,Singanallur,1.6
2022-05-02,Saravanampatti,2.1
2022-05-02,Race Course,3.6
2022-05-02,Ukkadam,0.1
2022-05-02,Town Hall,6.6
2022-05-02,Kuniyamuthur,4.4
2022-05-02,Sundarapuram,0.9
2022-05-02,Podanur,11.9
2022-05-02,Thudiyalur,0.6
2022-05-02,Vadakovai,7.4
2022-05-02,Ganapathy,1.2
2022-05-02,Kalapatti,4.3
2022-05-02,Kovaipudur,1.8
2022-05-02,Selvapuram,4.0
2022-05-02,Kurichi,0.5
2022-05-02,Vadavalli,0.9
2022-05-03,Gandhipuram,0.3
2022-05-03,RS Puram,6.0
2022-05-03,Saibaba Colony,1.1
2022-05-03,Peelamedu,3.6
2022-05-03,Singanallur,5.1
2022-05-03,Saravanampatti,7.0
2022-05-03,Race Course,0.3
2022-05-03,Ukkadam,6.7
2022-05-03,Town Hall,0.7
2022-05-03,Kuniyamuthur,4.0
2022-05-03,Sundarapuram,3.9
2022-05-03,Podanur,0.0
2022-05-03,Thudiyalur,0.7
2022-05-03,Vadakovai,2.0
2022-05-03,Ganapathy,1.6
2022-05-03,Kalapatti,7.5
2022-05-03,Kovaipudur,1.3
2022-05-03,Selvapuram,8.3
2022-05-03,Kurichi,1.8
2022-05-03,Vadavalli,10.0
2022-05-04,Gandhipuram,4.0
2022-05-04,RS Puram,5.3
2022-05-04,Saibaba Colony,0.3
2022-05-04,Peelamedu,2.6
2022-05-04,Singanallur,0.5
2022-05-04,Saravanampatti,1.1
2022-05-04,Race Course,2.9
2022-05-04,Ukkadam,3.9
2022-05-04,Town Hall,0.1
2022-05-04,Kuniyamuthur,2.3
2022-05-04,Sundarapuram,2.5
2022-05-04,Podanur,0.2
2022-05-04,Thudiyalur,2.1
2022-05-04,Vadakovai,3.8
2022-05-04,Ganapathy,0.2
2022-05-04,Kalapatti,4.3
2022-05-04,Kovaipudur,2.6
2022-05-04,Selvapuram,5.4
2022-05-04,Kurichi,0.7
2022-05-04,Vadavalli,5.4
2022-05-05,Gandhipuram,0.3
2022-05-05,RS Puram,1.6
2022-05-05,Saibaba Colony,0.7
2022-05-05,Peelamedu,6.3
2022-05-05,Singanallur,3.7
2022-05-05,Saravanampatti,0.1
2022-05-05,Race Course,0.0
2022-05-05,Ukkadam,1.0
2022-05-05,Town Hall,0.5
2022-05-05,Kuniyamuthur,3.0
2022-05-05,Sundarapuram,3.3
2022-05-05,Podanur,8.5
2022-05-05,Thudiyalur,9.1
2022-05-05,Vadakovai,3.2
2022-05-05,Ganapathy,0.0
2022-05-05,Kalapatti,1.3
2022-05-05,Kovaipudur,2.2
2022-05-05,Selvapuram,2.1
2022-05-05,Kurichi,2.8
2022-05-05,Vadavalli,9.7
2022-05-06,Gandhipuram,6.5
2022-05-06,RS Puram,0.3
2022-05-06,Saibaba Colony,0.9
2022-05-06,Peelamedu,5.4
2022-05-06,Singanallur,5.2
2022-05-06,Saravanampatti,1.0
2022-05-06,Race Course,3.9
2022-05-06,Ukkadam,3.3
2022-05-06,Town Hall,1.9
2022-05-06,Kuniyamuthur,0.7
2022-05-06,Sundarapuram,6.6
2022-05-06,Podanur,3.4
2022-05-06,Thudiyalur,0.6
2022-05-06,Vadakovai,3.7
2022-05-06,Ganapathy,4.1
2022-05-06,Kalapatti,6.5
2022-05-06,Kovaipudur,0.8
2022-05-06,Selvapuram,13.5
2022-05-06,Kurichi,0.5
2022-05-06,Vadavalli,2.8
2022-05-07,Gandhipuram,3.2
2022-05-07,RS Puram,1.6
2022-05-07,Saibaba Colony,1.9
2022-05-07,Peelamedu,6.6
2022-05-07,Singanallur,3.1
2022-05-07,Saravanampatti,2.1
2022-05-07,Race Course,0.4
2022-05-07,Ukkadam,0.0
2022-05-07,Town Hall,0.4
2022-05-07,Kuniyamuthur,9.4
2022-05-07,Sundarapuram,4.3
2022-05-07,Podanur,10.2
2022-05-07,Thudiyalur,0.1
2022-05-07,Vadakovai,3.4
2022-05-07,Ganapathy,0.1
2022-05-07,Kalapatti,4.6
2022-05-07,Kovaipudur,1.4
2022-05-07,Selvapuram,0.3
2022-05-07,Kurichi,2.5
2022-05-07,Vadavalli,1.0
2022-05-08,Gandhipuram,3.2
2022-05-08,RS Puram,3.2
2022-05-08,Saibaba Colony,3.7
2022-05-08,Peelamedu,14.7
2022-05-08,Singanallur,1.5
2022-05-08,Saravanampatti,1.9
2022-05-08,Race Course,4.9
2022-05-08,Ukkadam,2.6
2022-05-08,Town Hall,0.1
2022-05-08,Kuniyamuthur,5.6
2022-05-08,Sundarapuram,0.2
2022-05-08,Podanur,0.6
2022-05-08,Thudiyalur,0.3
2022-05-08,Vadakovai,0.2
2022-05-08,Ganapathy,0.1
2022-05-08,Kalapatti,0.2
2022-05-08,Kovaipudur,1.8
2022-05-08,Selvapuram,0.9
2022-05-08,Kurichi,0.4
2022-05-08,Vadavalli,3.2
2022-05-09,Gandhipuram,0.8
2022-05-09,RS Puram,0.1
2022-05-09,Saibaba Colony,1.6
2022-05-09,Peelamedu,1.1
2022-05-09,Singanallur,1.2
2022-05-09,Saravanampatti,1.8
2022-05-09,Race Course,3.3
2022-05-09,Ukkadam,2.9
2022-05-09,Town Hall,8.3
2022-05-09,Kuniyamuthur,2.2
2022-05-09,Sundarapuram,1.9
2022-05-09,Podanur,0.7
2022-05-09,Thudiyalur,4.2
2022-05-09,Vadakovai,0.5
2022-05-09,Ganapathy,2.0
2022-05-09,Kalapatti,1.6
2022-05-09,Kovaipudur,3.2
2022-05-09,Selvapuram,7.5
2022-05-09,Kurichi,8.8
2022-05-09,Vadavalli,0.6
2022-05-10,Gandhipuram,0.9
2022-05-10,RS Puram,5.0
2022-05-10,Saibaba Colony,2.2
2022-05-10,Peelamedu,1.8
2022-05-10,Singanallur,3.7
2022-05-10,Saravanampatti,2.8
2022-05-10,Race Course,10.6
2022-05-10,Ukkadam,2.6
2022-05-10,Town Hall,1.9
2022-05-10,Kuniyamuthur,2.3
2022-05-10,Sundarapuram,5.0
2022-05-10,Podanur,2.8
2022-05-10,Thudiyalur,3.1
2022-05-10,Vadakovai,10.7
2022-05-10,Ganapathy,2.9
2022-05-10,Kalapatti,1.4
2022-05-10,Kovaipudur,3.5
2022-05-10,Selvapuram,3.2
2022-05-10,Kurichi,0.0
2022-05-10,Vadavalli,1.9
2022-05-11,Gandhipuram,4.1
2022-05-11,RS Puram,2.1
2022-05-11,Saibaba Colony,4.5
2022-05-11,Peelamedu,1.8
2022-05-11,Singanallur,12.3
2022-05-11,Saravanampatti,1.0
2022-05-11,Race Course,0.3
2022-05-11,Ukkadam,1.7
2022-05-11,Town Hall,2.3
2022-05-11,Kuniyamuthur,1.3
2022-05-11,Sundarapuram,0.8
2022-05-11,Podanur,3.3
2022-05-11,Thudiyalur,1.4
2022-05-11,Vadakovai,3.0
2022-05-11,Ganapathy,4.5
2022-05-11,Kalapatti,4.3
2022-05-11,Kovaipudur,1.4
2022-05-11,Selvapuram,2.5
2022-05-11,Kurichi,1.8
2022-05-11,Vadavalli,6.1
2022-05-12,Gandhipuram,6.3
2022-05-12,RS Puram,1.3
2022-05-12,Saibaba Colony,0.3
2022-05-12,Peelamedu,0.6
2022-05-12,Singanallur,1.4
2022-05-12,Saravanampatti,2.5
2022-05-12,Race Course,3.2
2022-05-12,Ukkadam,1.2
2022-05-12,Town Hall,3.3
2022-05-12,Kuniyamuthur,8.3
2022-05-12,Sundarapuram,3.2
2022-05-12,Podanur,0.5
2022-05-12,Thudiyalur,2.6
2022-05-12,Vadakovai,2.3
2022-05-12,Ganapathy,6.1
2022-05-12,Kalapatti,1.3
2022-05-12,Kovaipudur,1.6
2022-05-12,Selvapuram,2.7
2022-05-12,Kurichi,2.2
2022-05-12,Vadavalli,3.8
2022-05-13,Gandhipuram,0.1
2022-05-13,RS Puram,2.5
2022-05-13,Saibaba Colony,0.4
2022-05-13,Peelamedu,1.1
2022-05-13,Singanallur,3.3
2022-05-13,Saravanampatti,0.5
2022-05-13,Race Course,1.1
2022-05-13,Ukkadam,3.6
2022-05-13,Town Hall,3.2
2022-05-13,Kuniyamuthur,0.3
2022-05-13,Sundarapuram,2.6
2022-05-13,Podanur,0.5
2022-05-13,Thudiyalur,0.9
2022-05-13,Vadakovai,1.8
2022-05-13,Ganapathy,0.3
2022-05-13,Kalapatti,15.2
2022-05-13,Kovaipudur,0.5
2022-05-13,Selvapuram,4.6
2022-05-13,Kurichi,5.3
2022-05-13,Vadavalli,15.6
2022-05-14,Gandhipuram,1.7
2022-05-14,RS Puram,6.2
2022-05-14,Saibaba Colony,9.5
2022-05-14,Peelamedu,0.6
2022-05-14,Singanallur,2.0
2022-05-14,Saravanampatti,0.2
2022-05-14,Race Course,2.9
2022-05-14,Ukkadam,2.6
2022-05-14,Town Hall,0.7
2022-05-14,Kuniyamuthur,4.8
2022-05-14,Sundarapuram,0.1
2022-05-14,Podanur,4.9
2022-05-14,Thudiyalur,0.1
2022-05-14,Vadakovai,3.2
2022-05-14,Ganapathy,0.2
2022-05-14,Kalapatti,0.9
2022-05-14,Kovaipudur,3.8
2022-05-14,Selvapuram,1.0
2022-05-14,Kurichi,2.1
2022-05-14,Vadavalli,7.4
2022-05-15,Gandhipuram,0.2
2022-05-15,RS Puram,5.0
2022-05-15,Saibaba Colony,0.2
2022-05-15,Peelamedu,0.4
2022-05-15,Singanallur,0.4
2022-05-15,Saravanampatti,15.4
2022-05-15,Race Course,0.6
2022-05-15,Ukkadam,6.8
2022-05-15,Town Hall,14.1
2022-05-15,Kuniyamuthur,1.5
2022-05-15,Sundarapuram,3.0
2022-05-15,Podanur,4.5
2022-05-15,Thudiyalur,1.5
2022-05-15,Vadakovai,0.5
2022-05-15,Ganapathy,1.7
2022-05-15,Kalapatti,4.4
2022-05-15,Kovaipudur,4.6
2022-05-15,Selvapuram,0.8
2022-05-15,Kurichi,0.6
2022-05-15,Vadavalli,7.6
2022-05-16,Gandhipuram,0.1
2022-05-16,RS Puram,4.0
2022-05-16,Saibaba Colony,0.1
2022-05-16,Peelamedu,5.5
2022-05-16,Singanallur,7.1
2022-05-16,Saravanampatti,1.1
2022-05-16,Race Course,0.2
2022-05-16,Ukkadam,2.0
2022-05-16,Town Hall,1.1
2022-05-16,Kuniyamuthur,1.6
2022-05-16,Sundarapuram,3.3
2022-05-16,Podanur,0.7
2022-05-16,Thudiyalur,1.3
2022-05-16,Vadakovai,4.6
2022-05-16,Ganapathy,3.1
2022-05-16,Kalapatti,1.2
2022-05-16,Kovaipudur,3.3
2022-05-16,Selvapuram,4.3
2022-05-16,Kurichi,2.7
2022-05-16,Vadavalli,0.8
2022-05-17,Gandhipuram,0.0
2022-05-17,RS Puram,4.9
2022-05-17,Saibaba Colony,5.2
2022-05-17,Peelamedu,3.6
2022-05-17,Singanallur,0.2
2022-05-17,Saravanampatti,2.6
2022-05-17,Race Course,5.2
2022-05-17,Ukkadam,1.5
